appid,name,description,price,release_date,developer,publisher,tags
1528440,Totally Reliable Delivery Service - Stunt Sets,"Stunt Sets includes a brand new island to explore, new deliveries to complete, new vehicles to pilot, and super-powered cosmetics to use!",₹ 250,"1 Apr, 2021",We're Five Games,Infogrames,"Action, Adventure, Casual, Indie, Simulation"
1528441,Totally Reliable Delivery Service - Cyberfunk,When futuristic tech meets bass pumping funk music... Cyberfunk is the future of package delivery!,₹ 250,"1 Apr, 2021",We're Five Games,Infogrames,"Action, Adventure, Casual, Indie, Simulation"
1528442,Totally Reliable Delivery Service - Dress Code,"Dress Code includes over 80 new cosmetics to choose from so you're looking fresh, funky, or freaky!",₹ 155,"1 Apr, 2021",We're Five Games,Infogrames,"Action, Adventure, Casual, Indie, Simulation"
1528470,Starlight: Defence Command,"Take the role of a Defence Commander and protect UPF assets remotely through the use of your Adaptable Nano Tablet in this immersive, PC focused Tower Defence Game. It's designed to be a tough but rewarding experience with character progression and the ability to configure towers to your own liking.",₹ 300,"24 Nov, 2022",Nanite Games,Nanite Games,"Indie, Strategy"
1528480,RPG Sounds - SciFi - Sound Pack,"SciFi is an RPG Sounds pack of looping music, ambient sounds, and SFX.",₹ 199,"27 Jan, 2021",Cast n Play,Cast n Play,"Audio Production, Utilities"
1528490,RPG Sounds - Ranged - Sound Pack,Ranged is an RPG Sounds pack of SFX.,₹ 199,"27 Jan, 2021",Cast n Play,Cast n Play,"Audio Production, Utilities"
1528520,Fenrir's Prelude,"Fenrir, has found himself on a floating island due to some unfitting circumstances. On this island he made several friends, everything seemed fine. However, it all took a turn when Eros arrived and everyone turned a blind eye to his actions. It is up to you to discover the truth.",₹ 52,"29 Jun, 2021",Ragnarok Aesthetic,Ragnarok Aesthetic,"Action, Adventure, RPG"
1528530,My Sister's Secret,"‘'My sister would get on a stranger’s car at a fixed point in time......'' The younger brother Yantai, who was frail and sickly, was under the thoughtful care of his sister Feng. The life of the two seemed to be beautiful and plain but the sisters seemed to be hiding some secrets ......",N/A,2024,BananaKing,Playmeow,"Casual, Simulation"
1528540,Holy Whore Emily,"In the last two years of my tenure at Kynaston Church, I had to train my adopted daughter, Emily, to be a saint in her own right. However, since she was not appointed by the goddess, she received opposition from the believers. In the end, could she overcome the many difficulties and realize her dream?",N/A,October 2024,Asami,Playmeow,"Casual, Simulation"
1528550,Imprisoned Queen,"&quot;Imprisoned Queen&quot; is a game combining imprisonment, training and medieval style for the Queen's Glory series. Decades after the death of Empress Alisa, the powerful Norman Empire invades Keter and Queen Shane is taken prisoner. What will become of Queen Shane...",₹ 379,"16 Sep, 2021",Kanoe,Playmeow,"Casual, RPG, Simulation"
1528570,Royale Island Showdown,"An online 4 player Battle Royale FPS, where each player has an AI teammate.",N/A,"10 Feb, 2021",Logan Thatcher,Logan Thatcher,"Action, Free To Play, Indie"
1528580,Neon Ships: The Type'em Up Shooter,Shoot enemies while typing pop culture phrases to destroy enemies with your special laser attack! This is a classic Shoot'em up game with a typing twist! We challenge you to dodge all the shots and destroy all the enemies!,₹ 100,"11 Feb, 2021",Sensen Games,Sensen Games,"Action, Casual, Indie"
1528590,VSCS-II,"VSCS-II is a retro-styled narrative game about privacy and security. Using an upgraded '80s operating system, navigate an underground network to make connections, unearth conspiracies, and ultimately decide the fate of the dark web.",₹ 480,"22 Feb, 2024",Oliver Morrish,Skullbutton Interactive,"Adventure, Indie, Simulation"
1528610,Zombie Jack,"Zombie Jack is a co-op couch party game where Jack and up to three of his friends must escape to safety from the zombies that have infested their hometown. Packed full of adventure and co-op missions, you’ll have a blast while you run for your life!",N/A,To be announced,Rustbox Games,Rustbox Games,"Action, Casual, Indie, Early Access"
1528680,Inn Mage,Inn Mage is a strategy game with role-playing and management simulation elements. Player need to use magic creatively to run an inn and deal with competitor.,₹ 300,"4 Aug, 2022",NaA Games,NaA Games,"Indie, RPG, Simulation, Strategy"
1528710,Cyber-Cat,"Cyber-Cat is a fast-paced, action, first-person shooter, where you take control of a cat with cybernetic enhancements and outfitted with advanced weaponry.",N/A,Coming soon,Joseph Steffensen,Joseph Steffensen,"Action, Adventure, Indie"
1528780,ABERRATION TOWN,The end of the world is coming soon! Survive among endless zombies!,₹ 529,"6 Feb, 2021",Limitcore.studio,Limitcore.studio,Action
1528800,Nakadashi Banzai 4,"The &quot;&quot;Guy&quot;&quot; that really loves flirting, raw sex, and cumming inside pussies above all else is back yet again!","₹ 1,136","12 Feb, 2021",U+Me PLUS,MB Game Studio,"Adventure, Simulation"
1528810,Exodus Borealis,"In this city builder and tower defense game, you will command a small band of ship wrecked colonists. Progress from struggling to survive the elements to a thriving kingdom that will smash the demon hordes that dare attack your settlement.",₹ 880,"18 Nov, 2021",Smug Marmot Studios,Smug Marmot Studios,Strategy
1528820,Unconventional Ragdoll Game,A relaxing game,₹ 199,"26 Apr, 2021",Bacchus,Bacchus,Simulation
1528860,The Legend of Karl,"The Legend of Karl is a 2.5D hack and slash platformer. You'll master various weapons while exploring the deep diabolical world. A quest struggling between Good and Evil, fight for Justice and what you Believe!",N/A,"21 Feb, 2021",Actplus Studio,Actplus Studio,"Action, Adventure, Free To Play, Indie, RPG, Early Access"
1528880,Time to GOLF,Time to GOLF is a golf climbing game conceived by an author who has never played golf before. You climb colorful mountains by hitting golf balls and jumping using only simple mouse controls.,₹ 199,"18 Feb, 2021",nattuhan,nattuhan,"Action, Adventure, Casual, Indie"
1528900,Charge Champs,Charge Champs is a 2D platform fighter with a unique combat system where players charge their character to temporarily unlock abilities and gain an advantage over their opponents.,₹ 125,"18 Feb, 2021",Spaghetti Yeti Studios,Spaghetti Yeti Studios,"Action, Casual, Indie"
1528910,Cradle-18,You wake up on a deserted space station on the orbit of unknown planet. How did you come here? What happened with crew? What is happenning here? You have to find out. And also you have to survive here because the station is fraught with many dangers.,N/A,October 2024,Black Bull Studio,Black Bull Studio,"Adventure, Indie"
1528950,主播模拟器（Streamer Simulator）,一款休闲+模拟+养成+galgame+经营类游戏 在这款游戏里，你不仅能够全方位体验到成为一名主播的感觉，从无人问津的路人主播，默默耕耘(或是尝试旁门左道)，成长为一名各大公司争抢的超级大主播 还能成为直播间挥金如土的土豪，以一己之力，将你喜欢的小主播捧成超级主播，体会到被主播和观众们众星捧月的感觉 你以为这就完了吗？然而，这仅仅只是个开始,N/A,Coming soon,王丑也,王丑也,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
1528960,Abyss Signal: Expedition,"Since ancient times, there have been legends about an underwater civilization hidden from the eyes of people in the abyss of the Ocean. The stories would have remained legends until a strange artifact fell into the fishermen’s net, indicating that we are not the only intelligent beings.",N/A,2024,Deep Team,Deep Team,"Action, Indie, Simulation"
1528970,Gods of the Twilight,"How will you end the world? Play as Althea and Farkas as old Norse magic returns to their world of tech, and they realize they're more than human. Encounter gods, monsters, governments, corporations, and criminals... decide who to trust, and prepare for Ragnarök.",₹ 880,"14 Nov, 2023",Volutian Design,Volutian Design,"Adventure, Casual, Early Access"
1528980,Pit of Ascension,"Jump, dodge, and shoot your way through a series of bosses to become the champion of the pit in this bossfight roguelike!",₹ 125,"19 Feb, 2021",Powerdive Games,Powerdive Games,"Action, Indie, Early Access"
1528990,Rabi-Ribi - Orchestra Music Mode & Skin,"Fro the special moment, Erina and Ribbon change to their most elegrant dress, and the BGM sound...different? Let's set on the adventure again with these gorgeous music.",₹ 480,"3 Feb, 2021",CreSpirit,,"Action, Adventure, Casual, Indie"
1529040,Color War,Color War is an extremely difficult bullet hell and boss rush style game where you attempt to bring color back to a shattered world.,N/A,Coming soon,stramp,Plasma Studios,"Action, Adventure"
1529050,Paper Beast - VR Upgrade for Folded Edition,(Re)Discover your Folded edition with the VR experience.,₹ 125,"27 Jul, 2022",Pixel Reef,PID Games,"Adventure, Casual, Indie, Simulation"
1529100,What The Maze,&quot;What The Maze&quot; is a horror survival and puzzle game in one. You have to fight for survival as you search for the exit of the huge maze. Register for the experiment today!,₹ 219,"10 Mar, 2021",Jannis Cloodt,JC Interactive,"Action, Adventure, Casual, Indie"
1529140,Hero Park,"Create the perfect illusion of an adventure town with blacksmiths, taverns, and dungeons with monsters bred by you. Meet epic characters who want to join you and use their skills to lure the hero's gold out of their purses. Make Hero Park what it used to be: the most magnificent town in the kingdom!",₹ 419,"28 May, 2021",Fun Flavor Games,DIVASKY LIMITED,Simulation
1529160,Gunborg: Dark Matters,"Harness the power of dark energy as you jump, slash, shoot and bombard your way through an army of alien soldiers and killer robots in an arcade style, twin-stick shooter with a slick 80's synthwave soundtrack.",₹ 480,"3 Mar, 2022",Ricpau Studios,Ricpau Studios,"Action, Indie"
1529180,Deck RX: The Deckbuilding Racing Game,"Welcome to the Deck Races! Build your deck and defeat your opponents in races across the galaxy. Unlock cards, characters and worlds, and claim the ultimate prize of immortality... Or perish trying.",N/A,Coming soon,Meteorbyte Studios,Meteorbyte Studios,"Indie, Racing, Strategy"
1529220,Block'Em!,Block'Em! is an action-filled block-building party game for 2 to 4 players! The controls are simple but the road to victory is complex: be the first to reach the goal or be the last Blocky standing!,₹ 349,"8 Sep, 2022",Cat Shawl Games,Aurora Punks,"Action, Casual, Indie"
1529240,AudiobookConverter,"AudioBookConverter is modern audio encoder supporting converion of most of popular formats (mp3, wma, m4a, flac) to m4b, mp3, ogg. It also can handle existing m4b files and process them with chapters, artwork and other meta information. On modern PC it is faster then most of its competitors.",₹ 400,"12 Apr, 2021",Recoupler,Recoupler,Audio Production
1529250,Wolf Peak: The Case of Ruth Choi,"In 1991 Ruth Choi was murdered, it was whittled down to 6 suspects, but the case was never solved. Watch interviews, go through evidence and build your case. A game where you are never told who the killer is, unless you convict them. Use your own deductive skills to find out, who killed Ruth Choi.",₹ 690,"14 Jun, 2024",Cloud Colony Games,Cloud Colony Games,"Casual, Indie"
1529290,Prison Wars,"Prison Wars is a well known classic that will let you experience the harsh life inside a maximum security prison. Earn some quick cash, smuggle items and get as much respect as you can from fellow inmates. Make sure you join a gang, take control of the prison and watch your back!",N/A,"30 Mar, 2022",EndlessFun Games,EndlessFun Games,"Casual, Free To Play, Massively Multiplayer, RPG"
1529350,Astral Ascension,"A choice-driven, space sci-fi visual novel featuring full voice-over and an intricate relationship system!",N/A,To be announced,PixelFade,PixelFade,"Adventure, Indie, RPG, Simulation"
1529380,Miss You: Marion,This DLC unlocks the girl Marion,₹ 42,"30 Mar, 2021",Perpetual motion,Juicy Jelly Cloud,"Casual, Indie, Simulation"
1529390,Miss You: Alice,This DLC unlocks the girl Alice,₹ 42,"27 Mar, 2021",Perpetual motion,Juicy Jelly Cloud,"Casual, Indie, Simulation"
1529400,Miss You: Cora,This DLC unlocks the girl Cora,₹ 42,"30 Mar, 2021",Perpetual motion,Juicy Jelly Cloud,"Casual, Indie, Simulation"
